"","Gender","Genotype","plant.position","shootEst.no18","shootEst.all","galls.found","aSG_aSG.larv","aSG_Tory","rG_Eulo","rG_Lestodip","rG_Mesopol","rG_Platy","rG_rG.larv","rG_Tory","rsLG_Eury","rsLG_Lathro","rsLG_Pont.surv","SG_Platy","SG_SG.larv","vLG_Eulo","vLG_Mesopol","vLG_Mymarid","vLG_Platy","vLG_Tory","vLG_vLG.pupa","aSG_abund","rG_abund","vLG_abund","SG_abund","rsLG_abund","Platy_abund","Tory_abund","Mesopol_abund","Eulo_abund","Lestodip_abund","Eury_abund","Lathro_abund","Mymarid_abund","gall_total_abund","link_abund","link_richness","gall_total_rich","ptoid_total_rich","network_richness","vLG_parasitized","rG_parasitized","rsLG_parasitized","SG_parasitized","aSG_parasitized","vLG_ecto","rG_ecto","vLG_egg","vLG.2011","rsLG.2011","SG","PG","Total_Area","Height","Density","D_mean_smoothed","Trichome.No.","Soluble.condensed.tannins","Insoluble.condensed.tannins","diglucoside.of.SaOH__A220nm","salicin__A220nm","gentisic.acid__A220nm","neochlorogenic.acid__A320nm","p.OH.cinnamic.acid.der1__A320nm","p.OH.cinnamic.acid.der2__A320nm","chlorogenic.acid__A320nm","ampelopsin__A320nm","p.OH.cinnamic.acid__A320nm","salicortin__A270nm","cinnamic.acid.der1__A270nm","ampelopsin.der__A320nm","luteolin.glucoside.5.glu.__A320nm","myricitrin__A320nm","luteolin.glucoside.7.gluc.__A320nm","cinnamic.acid.der2__A270nm","eriodictyol.7.glucoside__A270nm","luteolin.glycoside.der1__A320nm","methylluteolin.glycoside.__A320nm","luteolin.glycoside.der2__A320nm","quercetin.der1__A320nm","luteolin.der1__A320nm","quercetin.der2__A320nm","luteolin.der2__A320nm","cinnamic.acid.der3__A270nm","tremulacin__A220nm","cinnamoyl.salicortin__A270nm","disalicortin__A270nm","HCH.tremulacin.__A220nm","Nitrogen","Carbon","C_N_ratio","water_content","specific_leaf_area","C_imputed","N_imputed","C_N_imputed","sal_tannin.PC1","cinn.PC1","cinn.PC2","flavonOLES.PC1","flavonOLES.PC2","flavanonOLES.PC1","aSG.height.mean","rG.height.mean","rsLG.height.mean","SG.height.mean","vLG.height.mean","aSG.gall.count","rG.gall.count","rsLG.gall.count","SG.gall.count","vLG.gall.count"
"56","f","R","361",187.645876819629,180.256559445488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,8,8,10,2,0.980342954458657,2.76379316276563,0.3308,1.7532,1.81818181818182,220.43,53.207,0.426,2.809,0.214,7.534,2.167,0.183,15.783,0.666,0.258,59.969,0.597,0.95,1.687,2.432,3.077,0,3.622,0.337,6.11,0.993,0,2.038,0.419,0.577,0,26.486,0,0,15.194,NA,NA,NA,1.63730569948187,8.91036269430052,48.111562348,1.2088635922,40.2915967181854,-0.787726366546549,-0.734513127189501,1.23324374224788,-0.0974849762858221,0.357635622585541,0.21671341729034,NA,NA,NA,NA,13.58,NA,NA,NA,NA,1
"57","f","R","493",215.70193049189,213.846775865484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1,4,1,1.70701483746116,2.21906214520809,0.3614,1.8026,1.81818181818182,142.707,57.259,0.351,3.164,0.217,14.095,4.204,0.107,12.884,0.329,0.244,115.656,0.774,0.495,0.72,1.969,2.332,0,3.098,0.421,5.224,0.837,0,1.264,0.358,0.462,0,38.324,0,2.769,26.664,NA,NA,NA,2.13928571428571,10.2925,48.111562348,1.2088635922,40.2915967181854,-2.52565748908239,-0.381491664370016,2.21794493871626,1.20840167135373,0.280550083948581,-0.141418186574733,NA,NA,NA,NA,6.41,NA,NA,NA,NA,1
"58","f","R","501",197.168041521294,191.537668013829,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,NA,NA,NA,NA,10.9090909090909,310.207,68.938,0.273,1.522,0,19.951,5.014,0.213,16.168,1.696,0.267,92.445,0.799,2.171,1.312,2.42,3.251,0,7.857,0.212,5.538,0.641,0,2.234,1.024,0.572,0,37.442,0,0,22.204,NA,NA,NA,1.79225352112676,8.50211267605634,48.111562348,1.2088635922,40.2915967181854,-0.664783915934598,-0.382745669878612,2.87619217083959,0.355814330805745,0.119649830566777,1.163905428218,NA,6.61,NA,NA,NA,NA,1,NA,NA,NA
"59","f","U","393",82.4897691478337,65.7907145907078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71893803408202,2.46333100150231,0.3637,1.81,0,301.539,61.959,0.284,3.107,0.196,4.795,4.131,0.132,36.303,0,1.629,112.642,0.547,0,0.94,1.413,1.488,0,0.55,0.165,3.955,0.626,0,0.585,0,0.241,0,106.532,0,0,12.739,NA,NA,NA,2.43548387096774,11.8974193548387,49.005563356,1.0754945874,45.9622379121635,-1.27322482013149,-0.28639172891764,-1.10145435952699,2.04235329869667,0.614880906924786,-1.2979289053716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","f","U","451",139.086005844646,124.853132149946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,239.779,68.737,0.255,3.024,0.141,6.255,4.301,0.172,33.779,0,1.532,128.153,0.673,0,1.193,1.678,1.737,0,0,1.302,4.386,0.679,0,0.761,0.148,0.292,0,108.933,0,2.036,16.242,NA,NA,NA,2.65734265734266,12.2356643356643,49.005563356,1.0754945874,45.9622379121635,-2.31918215890591,-0.228850511264657,-0.629925294847878,1.03771218386898,0.455496575185926,-1.60184226987832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","f","U","506",449.562898869209,526.290343962943,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2.26909899847922,2.40255048796431,0.3836,1.8229,4.54545454545454,377.151,68.12,0.211,2.58,0.127,9.592,5.578,0.104,26.588,0,0.921,124.13,0.48,0.255,1.001,1.349,1.365,0,0.722,0.221,3.568,0.45,0,0.696,0,0.277,0,104.111,0,0,8.348,NA,NA,NA,1.84057971014493,8.48647342995169,49.005563356,1.0754945874,45.9622379121635,-0.772226888829611,-0.307239523469312,0.702999833910719,1.7458425459009,0.885594127113872,-1.00474661972036,NA,NA,4.22,NA,NA,NA,NA,1,NA,NA
"62","f","U","521",244.838942928664,249.794889284746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.24869773320269,2.46562460578676,0.3555,1.7732,0,122.049,81.232,0.313,3.52,0.2,5.58,2.97,0.094,24.906,0,0.895,175.327,0.608,0,1.532,2.23,2.258,0,0,0.158,5.47,0.704,0,1.094,0.377,0.401,0,127.521,0,4.991,20.92,NA,NA,NA,2.48780487804878,12.2409756097561,49.005563356,1.0754945874,45.9622379121635,-4.07351967470822,-0.554464311405756,-0.0999573773245918,1.18294743207127,0.115831716312172,-1.60184226987832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","f","V","228",207.009013785157,203.326750122533,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,5,0,0,8,0,4,2,0,1,0,0,0,0,0,12,3,2,2,2,4,3,0,0,0,0,1,0,2,9,1,0,0,1.52765529279356,2.23053016663035,0.5023,1.7996,0.909090909090909,446.946,53.426,0.186,0.502,0,11.539,1.687,0.223,25.238,0,0.269,11.353,0.344,0,1.186,3.284,0.794,0,0,0.216,3.134,0.629,0,1.494,0,0.626,0,0.568,0,0,0,NA,NA,NA,2,10.7547297297297,48.9050852416667,1.00643783816667,49.0621774512822,2.92008131846154,-0.997345648841748,1.4568641820981,1.32722088154287,2.75275068587089,-1.60184226987832,NA,NA,7.4675,NA,7.5675,NA,NA,4,NA,4
"64","f","V","270",392.120632978501,445.058388306984,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,1,2,0,0,9,0,1,5,1,1,0,0,0,0,0,10,7,3,2,3,5,7,0,0,0,0,2,0,5,5,2,7,0,1.23073797442766,2.19383249807911,0.4777,1.782,4.54545454545454,496.088,64.962,0.127,0.557,0.069,7.279,1.378,0.278,20.57,0,0.258,12.832,0.376,0,1.149,3.383,1.111,0,0.196,0.209,3.886,0.903,0,1.452,0,0.671,0,1.102,0,0,0,NA,NA,NA,1.63386727688787,7.84302059496568,48.9050852416667,1.00643783816667,49.0621774512822,2.89618369118899,-1.0237374775107,1.11126638949733,1.16602825706562,2.34800667957688,-1.42041753821427,NA,NA,5.75,NA,7.01285714285714,NA,NA,1,NA,7
"65","f","V","379",372.713123031044,418.198467867048,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,6,0,0,11,3,0,3,2,0,0,0,0,0,0,14,5,2,2,2,4,5,0,0,0,0,2,0,3,1,1,0,0,1.50678115019856,2.28557666945722,0.4858,1.8079,3.63636363636364,471.416,49.385,0.131,0.469,0.111,7.637,1.485,0.171,18.712,0,0.186,10.084,0.374,0,1.016,3.162,1.259,0,0,0.161,4.052,0.677,0,1.394,0,0.664,0,0,0,0,0,NA,NA,NA,2.01923076923077,10.9977564102564,48.9050852416667,1.00643783816667,49.0621774512822,3.37292437661442,-1.05451572608063,1.29216672624869,1.1310060959127,1.94913310308719,-1.60184226987832,NA,NA,NA,8.13,9.615,NA,NA,NA,2,6
"66","f","V","389",287.047419655462,303.592001700074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2.19183757868155,2.69039782566314,0.4515,1.8238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.9050852416667,1.00643783816667,49.0621774512822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","f","V","456",432.946505387589,502.536027440896,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,1,0,2,0,4,0,1,0,1,0,0,0,0,7,2,2,3,2,5,2,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.63636363636364,452.704,57.714,0.257,1.474,0,10.361,1.715,0.12,22.046,0,0.266,64.302,0.492,0,1.41,3.637,1.21,0,0.332,0.249,3.883,0.679,0,1.708,0,0.662,0,6.783,0,0,0.887,NA,NA,NA,2.29380053908356,11.411320754717,48.9050852416667,1.00643783816667,49.0621774512822,1.43696887370431,-1.04470860988376,1.55487524457911,0.74259026756971,2.29343805171406,-1.36571970310126,2,NA,6.165,NA,8.885,1,NA,4,NA,2
"68","f","V","461",292.418275184299,310.572770627957,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,1,0,0,5,0,4,0,2,0,2,0,0,0,0,9,4,2,2,2,4,4,0,0,0,0,4,0,0,3,3,0,0,1.38210575680996,2.6364981249785,0.4332,1.7838,0.909090909090909,421.344,68.753,0.146,0.525,0,6.287,1.392,0.273,13.121,0,0.146,9.096,0.562,0,1.258,3.829,1.295,0,0,0.174,4.389,0.828,0,1.335,0,0.615,0,0,0,0,0,NA,NA,NA,2.2089552238806,11.8587686567164,48.9050852416667,1.00643783816667,49.0621774512822,2.73007071751709,-1.11467727309065,1.90970277485607,1.1994709784893,1.86547384603206,-1.60184226987832,NA,NA,6.695,NA,7.38,NA,NA,4,NA,4
"69","f","X","235",211.325492357578,208.538239995587,1,0,0,0,0,0,1,12,2,0,0,1,0,0,0,0,0,9,0,9,0,15,18,0,1,10,2,0,0,0,0,0,0,34,12,3,3,2,5,9,3,0,0,0,0,2,9,1,0,0,0,1.15862144159014,2.40599089439099,0.3066,1.7185,10.9090909090909,414.572,53.281,0.229,0.819,0,8.662,2.25,0.291,28.881,0,0.526,5.607,0.749,0,1.646,2.426,2.801,0,0,0.243,4.544,0.672,0.187,1.104,0.41,0.325,0,0,0,0,0,NA,NA,NA,1.9577677224736,9.15852187028658,48.502789306,0.9589180112,50.7801486486287,2.77514782439002,-0.725114474856862,0.869149289829526,1.92684351773715,-0.44360944015013,-1.60184226987832,NA,7.065,5.14,NA,7.48642857142857,NA,13,1,NA,15
"70","f","X","243",307.069222821287,329.762020607988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.43117814104934,2.42089932223993,0.3332,1.7669,24.5454545454545,432.855,46.905,0.223,0.097,0,7.918,2.329,0.363,30.1,0,0.672,2.001,0.538,0,1.242,2.453,2.64,0,0,0.23,4.199,0.3,0.162,0.982,0.258,0.33,0,0,0,0,0,NA,NA,NA,1.80929095354523,8.72273838630807,48.502789306,0.9589180112,50.7801486486287,3.49493964168045,-0.685533566184577,0.58683183468014,2.00654675632879,-0.580146794678555,-1.60184226987832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","f","X","260",324.130959186325,352.370989871097,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,2,0,3,1,5,6,0,0,2,0,2,0,0,0,0,0,12,4,3,3,2,5,3,1,0,0,0,1,1,2,0,0,0,0,1.87735504808663,2.77640798633012,0.3918,1.7676,10,353.367,44.789,0.104,0.132,0,6.409,2.312,0.212,24.424,0,0.602,0,0,0,1.105,2.013,2.64,0,0,0.156,4.264,0.352,0.185,0.766,0,0.205,0,0,0,0,0,NA,NA,NA,1.54684095860566,7.38976034858388,48.502789306,0.9589180112,50.7801486486287,3.75619202908001,-1.01659719038205,0.807984979200241,2.19425005732549,-0.789534981229464,-1.60184226987832,2.02,7.778,NA,NA,9.085,1,5,NA,NA,3
"72","f","X","363",117.354241614501,101.371249409915,1,0,0,1,0,0,0,4,0,0,0,0,0,0,1,3,0,1,0,2,0,5,7,0,0,1,0,3,2,0,0,0,0,12,6,4,2,3,5,5,1,0,0,0,4,1,1,1,1,0,0,0.696418053853339,1.90827876466473,0.3017,1.7209,12.7272727272727,358.038,43.076,0.139,0.382,0,6.992,1.764,0.387,30.545,0,0.595,5.101,0.724,0,1.165,2.301,2.66,0,0,0.181,4.57,0.48,0.183,1.057,0.384,0.298,0,0,0,0,0,NA,NA,NA,2.00168918918919,9.73918918918919,48.502789306,0.9589180112,50.7801486486287,3.2960147307482,-0.764553646888171,0.454059782285952,2.25561737090364,-0.657394087885611,-1.60184226987832,NA,8.2625,NA,NA,6.5,NA,4,NA,NA,4
"73","f","X","492",248.051256075529,253.819945923519,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,2,0,2,5,0,0,2,0,1,0,0,0,0,0,7,3,2,2,2,4,3,0,0,0,0,1,0,2,2,0,0,0,1.84845714390064,2.60897487356506,0.3312,1.7869,22.7272727272727,344.807,44.931,0.242,0.832,0,8.378,2.115,0.444,27.925,0,0.616,27.402,1.41,0,1.593,2.528,2.821,0,0,0.196,4.646,0.68,0.188,1.422,0.273,0.382,0,1.263,0,0,0,NA,NA,NA,1.86201022146508,9.03696763202726,48.502789306,0.9589180112,50.7801486486287,2.29340690336665,-0.492977538890365,0.699361257673957,1.59288343740868,-0.18588158289466,-1.60184226987832,NA,8.78,NA,NA,8.28,NA,1,NA,NA,3
"74","f","X","495",163.364735084219,152.086057793174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,11,0,0,8,0,0,0,0,0,0,0,11,8,1,1,1,2,8,0,0,0,0,0,0,8,1,0,0,0,2.30934274617372,2.47938623149348,0.3697,1.8134,30.9090909090909,468.114,51.869,0.215,0.542,0,8.36,2.455,0.324,25.845,0,0.748,15.195,0.851,0,1.568,2.424,2.302,0,0,0.216,3.787,0.446,0.135,1.115,0.181,0.313,0,1.605,0,0,0,NA,NA,NA,2.38738738738739,9.9963963963964,48.502789306,0.9589180112,50.7801486486287,2.8120282742254,-0.572782927636294,0.704822496695871,1.89972664000492,0.0824657704156885,-1.60184226987832,NA,NA,NA,NA,6.016,NA,NA,NA,NA,5
"75","m","B","65",374.836957364858,421.122733608685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,2,1,0,0,0,0,0,0,3,3,2,1,2,3,3,0,0,0,0,1,0,2,13,0,0,0,1.54593463427088,2.0630970538653,0.4138,1.7931,NA,418.859,59.371,0.239,0.166,0.263,0.233,0.118,0.15,40.646,0.233,0.693,0,0.299,4.166,1.375,1.254,3.467,0,4.222,0.22,5.398,0.615,0,1.944,0,0.767,0,0,0,0,0,NA,NA,NA,NA,NA,48.228001275,0.949053893666667,51.3820353038341,3.20037349375596,-1.60943056089037,-2.59614725322415,-1.04346281493749,0.468797435514198,0.576378751859409,NA,NA,NA,NA,9.71,NA,NA,NA,NA,2
"76","m","B","249",299.683699161892,320.062206860588,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,2,0,0,11,0,1,7,2,0,0,0,0,0,0,12,9,2,2,2,4,9,0,0,0,0,2,0,7,6,0,0,0,1.14815017625865,2.13878599525224,0.3968,1.7673,6.36363636363636,239.813,77.397,0.362,2.828,0.301,0.137,0.099,0.153,24.436,0.261,0.674,130.496,0.387,6.329,1.464,1.076,3.444,0,8.506,0.286,5.907,0.674,0,2.339,0,0.928,0.464,96.504,0,0,0,0.874943554,48.12117767,54.9991796042194,1.82553191489362,10.5876595744681,48.228001275,0.949053893666667,51.3820353038341,-1.22594453584483,-1.15239427285841,-2.34044088177994,-1.70272929124761,0.681335460954296,1.18275367169685,NA,NA,8.6,NA,9.6775,NA,NA,1,NA,4
"77","m","B","250",335.851692620748,368.060184332852,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,0,6,0,1,3,1,0,0,0,0,0,0,7,4,2,2,2,4,4,0,0,0,0,1,0,3,15,0,0,0,1.33254281969836,2.02066537460292,0.4135,1.7726,0.909090909090909,265.795,84.031,0.504,2.858,0.208,0.198,0.134,0.222,29.805,0.264,0.821,124.66,0.464,3.12,1.668,1.346,3.969,0,4.409,0.338,6.308,0.969,0,2.53,0,0.849,0.593,86.423,0,0,0.712,1.025908709,46.90270233,45.7182027197315,1.78151260504202,9.98263305322129,48.228001275,0.949053893666667,51.3820353038341,-1.59489274127733,-1.01318711624926,-2.48686543509863,-1.81025287162723,0.543434323452877,0.480699227516775,NA,NA,7.68,NA,9.195,NA,NA,1,NA,4
"78","m","B","368",66.0067301328162,50.0542414965502,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,2,0,0,0,0,0,0,0,0,3,4,0,0,0.754412450653483,1.24083991788897,0.3946,1.7775,0,358.66,49.178,0.302,1.45,0.328,0.239,0.096,0.147,31.466,0.398,0.899,70.439,0.32,4.966,1.898,1.345,4.25,0,6.837,0.279,6.668,0.786,0,2.552,0,0.972,0.387,52.423,0,0,0,NA,NA,NA,2.35111111111111,11.9844444444444,48.228001275,0.949053893666667,51.3820353038341,0.875005625174128,-1.12675727773199,-2.87690947332075,-2.22558128128847,0.349681579117225,0.999581587414725,NA,6.668,NA,NA,11.76,NA,5,NA,NA,1
"79","m","B","405",517.66000142503,625.667309964935,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,4,0,0,1,0,0,0,0,0,0,0,5,1,1,2,1,3,1,0,0,0,0,0,0,1,3,0,0,0,1.07923736137486,1.56194451771236,0.419,1.7839,0.909090909090909,224.88,63.242,0.407,4.288,0.297,0.093,0.124,0.168,24.201,0.204,0.786,92.565,0.41,2.215,2.155,1.476,4.557,0,3.715,0.25,7.198,0.83,0,2.761,0,0.996,0.454,64.229,0,0,1.598,NA,NA,NA,1.91907514450867,8.89595375722543,48.228001275,0.949053893666667,51.3820353038341,-1.20502484914756,-1.10551870509251,-2.47264831756378,-2.52179554608071,0.229039525373819,0.230517395723586,2.12,NA,NA,NA,9.805,1,NA,NA,NA,4
"80","m","B","454",194.415125393522,188.263278880683,1,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,8,1,1,2,1,3,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,369.521,63.285,0.315,2.231,0.18,0.137,0.087,0.228,36.297,0.344,0.816,116.281,0.357,5.261,1.599,1.069,2.706,0,6.561,0,5.312,0.548,0,2.163,0,0.943,0.584,63.539,0,0,0.744,NA,NA,NA,2.33229813664596,11.2121118012422,48.228001275,0.949053893666667,51.3820353038341,-0.144166325290644,-1.11720834853424,-2.67789645664536,-0.911673756390815,1.11295818779521,0.979540159663358,NA,7.39,5.78,NA,NA,NA,5,1,NA,NA
"81","m","D","52",120.308286862188,104.50936915315,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,5,0,1,0,4,6,0,1,5,2,0,0,0,0,0,0,11,7,2,3,2,5,5,2,0,0,0,0,2,5,8,4,1,0,0.891985570631619,2.3325955572885,0.2723,1.7038,0,411.321,57.715,0.387,3.154,0.367,0.123,0.069,0.371,23.964,4.254,0.584,54.361,0.184,5.341,1.715,0.399,3.176,0,14.062,0.411,4.116,0.517,0,1.485,0,0.258,0,49.43,0,0,0.869,NA,NA,NA,1.36144578313253,8.1055421686747,49.675281524,0.8330973388,60.3955692129545,0.230806116545804,-1.45611660798845,-2.25116708435295,-0.400178712792122,0.140470177962817,2.48482266290354,NA,6.225,5.86,NA,6.395,NA,4,1,NA,6
"82","m","D","207",151.476680974632,138.627779860107,1,1,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,1,6,0,2,0,0,1,0,0,0,0,0,0,9,1,1,3,1,4,0,1,0,0,0,0,1,0,3,2,1,0,1.05231876569476,2.25231940733265,0.2941,1.7342,1.81818181818182,190.711,66.95,0.457,5.374,0.476,0.29,0.047,0.227,17.911,1.246,0.457,160.55,0.236,0.947,1.294,0.613,2.09,0,4.044,0.321,4.192,0.784,0,1.867,0,0.394,0.725,108.488,0,4.502,20.387,NA,NA,NA,1.76616915422886,10.2268656716418,49.675281524,0.8330973388,60.3955692129545,-3.78720626752085,-0.882684421967941,-2.1265335039372,-0.089130207872277,1.24414588241508,0.465461393743674,3.87,6.912,NA,4.12,NA,1,5,NA,2,NA
"83","m","D","259",229.195214428022,230.366048270584,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,1,0,0,7,1,1,2,1,3,0,0,1,0,0,0,0,0,10,0,0,0,2.61855676522406,2.80851844631246,0.3679,1.8167,0,270.825,54.516,0.231,2.656,0.624,0.274,0.098,0.524,24.227,2.44,0.671,150.469,0.249,1.774,1.447,0.51,2.864,0,7.573,0.303,4.739,0.518,0,1.704,0,0.345,0.852,116.514,0,0,15.337,NA,NA,NA,1.71315789473684,11.5931578947368,49.675281524,0.8330973388,60.3955692129545,-1.30636760923637,-0.425379682413952,-3.07095603893518,-0.453558285481239,0.284223404634175,1.25088631272041,NA,6.22166666666667,5.99,NA,NA,NA,6,1,NA,NA
"84","m","D","262",266.225466910111,276.811562333759,1,2,0,0,0,0,0,9,1,0,0,0,0,0,0,2,0,2,0,9,2,10,13,0,0,2,1,2,0,0,0,0,0,25,5,3,3,3,6,4,1,0,0,0,2,1,2,7,1,0,0,2.38769574474873,2.46562460578676,0.3748,1.8333,0.909090909090909,487.447,45.844,0.112,0.364,0.134,0,0.083,0.189,20.748,4.266,1.138,3.899,0,4.115,2.106,0.485,2.502,0,8.613,0.39,3.715,0.527,0,1.367,0,0.262,0,0.197,0,0,0,NA,NA,NA,1.55263157894737,8.41947368421053,49.675281524,0.8330973388,60.3955692129545,3.69875051884636,-1.69184837501509,-2.22571324414399,-0.214508575066664,0.666053923907939,2.01352497171114,1.925,7.17571428571429,NA,NA,7.75857142857143,2,8,NA,NA,7
